"ID","sex","age","country","sd_01","sd_02","sd_03","sd_04","sd_05","sd_06","sd_07","sd_08","es_01","es_02","es_03","es_04","es_05","es_06","es_07","es_08","es_09","es_10","es_11","es_12","es_13","es_14","es_15","es_16","es_17","es_18","es_19","es_20","es_21","ss_01","ss_02","ss_03","wi_01","wi_02","wi_03","st_01","st_02","st_03","nfs_01","nfs_02","nfs_03","nfs_04","nfs_05","nfs_06","nfs_07","nfs_08","nfs_09","nfs_10","nfs_11","nfs_12","da_01","da_02","da_03","da_04","da_05","da_06","da_07","da_08","da_09","da_10","da_11","da_12","mlq_01","mlq_02","mlq_03","mlq_04","mlq_05","mlq_06","mlq_07","mlq_08","mlq_09","mlq_10","nfm_01","nfm_02","nfm_03","nfm_04","nfm_05","nfm_06","nfm_07","nfm_08","nfm_09","nfm_10","ds_01","ds_02","ds_03","ds_04","ds_05","ds_06","ds_07","ds_08","ds_09","ds_10","ds_11","ds_12","ds_13","ds_14","ds_15","ds_16","ds_17","ds_18","ds_19","ds_20","ds_21","ds_22","ds_23","ds_24","ds_25","issp_01","issp_02","rid_01","rid_02","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","mean_01","agn_01","am_01"
364,"Male",27,"UK","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","True","False","True","False","True","False","True","False","True","False","True","False","True","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","I don't believe in God","Non-religious","Yes","Sunni","More than once a week","Only when attending religious services","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.","Yes","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Yes"
365,"Female",23,"Brazil","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","False","True","False","True","False","True","False","True","False","True","False","True","False","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Don't know","Atheist","No","Shiite","Never, practically never","Only on special holy days","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","No"
366,"Female",15,"UK","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","True","False","True","False","True","False","True","False","True","False","True","False","True","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","I know God really exists and I have no doubt about it.","Agnostic","Yes","Buddhist","Less often","Once a year","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.","Yes","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Yes"
367,"Male",34,"UK","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","False","True","False","True","False","True","False","True","False","True","False","True","False","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","While I have doubts, I feel that I do believe in God.","Humanist","No","Confucian","Once a year","Less often","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","No"
368,"Female",46,"Japan","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","True","False","True","False","True","False","True","False","True","False","True","False","True","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","I find myself believing in God some of the time, but not at others","Sceptic","Yes","Daoist","Only on special holy days","Never, practically never","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes"
369,"Female",31,"UK","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","False","True","False","True","False","True","False","True","False","True","False","True","False","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","I don't believe in a personal God, but I do believe in a Higher Power of some kind","Free thinker","No","Hindu","Once a month","Several times a day","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","No"
370,"Female",24,"Brazil","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","True","False","True","False","True","False","True","False","True","False","True","False","True","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","I don't know whether there is a God, and I don't believe there is any way to find out","Rationalist","Yes","Jewish","Once a week","Once a day","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.","Yes","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Yes"
371,"Male",28,"Japan","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","False","True","False","True","False","True","False","True","False","True","False","True","False","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","I don't believe in God","Secular","No","Shinto","More than once a week","Several times each week","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","No"
372,"Female",29,"UK","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Never","Always","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Absolutely True","Absolutely Untrue","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","True","False","True","False","True","False","True","False","True","False","True","False","True","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Don't know","Christian","Yes","Other (please specify)","Never, practically never","Only when attending religious services","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.","Yes","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Yes"
373,"Female",15,"UK","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Very Infrequently","Very Frequently","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Mostly True","Mostly Untrue","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","False","True","False","True","False","True","False","True","False","True","False","True","False","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","I know God really exists and I have no doubt about it.","Muslim","No","Protestant","Less often","Only on special holy days","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","No"
374,"Female",17,"Brazil","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Infrequently","Frequently","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Somewhat True","Somewhat Untrue","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","True","False","True","False","True","False","True","False","True","False","True","False","True","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","Slightly disgusting","While I have doubts, I feel that I do believe in God.","Jewish","Yes","Catholic","Once a year","Once a year","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Yes"
375,"Male",54,"Brazil","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Can't Say True or False","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","False","True","False","True","False","True","False","True","False","True","False","True","False","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","Very disgusting","Not disgusting","I find myself believing in God some of the time, but not at others","Buddhist","No","Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Only on special holy days","Less often","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No"
